,price,location,baths,bedrooms,Total_Area
1591,240.0,G-13,4,5,1905.757
1593,135.0,Green Avenue,6,4,1361.255
1594,625.0,E-11,5,5,65340.0
1595,152.0,G-13,5,4,11979.043999999998
1596,225.0,E-11,6,5,17696.315
1598,165.0,D-17,7,7,2450.259
1599,140.0,Soan Garden,7,4,2178.008
1600,775.0,G-11,7,6,5445.0
1601,70.0,Islamabad - Murree Expressway,4,4,1089.004
1602,42.0,Frash Town,4,5,816.7529999999999
1603,250.0,Bhara kahu,7,6,65340.0
1607,450.0,DHA Defence,7,6,5445.0
1641,470.0,Bahria Town,7,6,5445.0
1643,210.0,G-11,3,4,1361.255
1644,110.0,H-13,6,6,15246.056
1645,475.0,DHA Defence,6,5,5445.0
1646,140.0,Swan Garden,3,3,34031.375
1647,150.0,B-17,5,5,2178.008
1648,300.0,G-10,3,4,2722.51
1649,130.0,I-14,5,5,1633.506
1650,1400.0,F-7,4,4,98010.0
1651,95.0,Ghauri Town,5,4,1361.255
1652,95.0,Thalian,2,3,2722.51
1656,26.0,DHA Defence,2,2,1361.255
1657,34.0,DHA Defence,2,2,1361.255
1658,75.0,DHA Defence,3,3,2178.008
1659,140.0,Bahria Town,6,6,1905.757
1660,275.0,Bahria Town,8,7,2722.51
1661,45.0,Burma Town,3,2,1089.004
1662,380.0,Bahria Town,7,6,5445.0
1663,300.0,AGHOSH,6,7,5445.0
1664,450.0,G-9,6,7,2722.51
1665,450.0,Bhara kahu,5,4,10890.0
1692,280.0,Bahria Town,6,5,2994.7609999999995
1693,435.0,DHA Defence,6,5,5445.0
1694,160.0,D-12,4,3,2178.008
1695,125.0,Lehtarar Road,5,11,2722.51
1696,76.0,DHA Defence,3,3,2178.008
1697,1300.0,F-7,6,6,70785.0
1698,165.0,G-14,4,4,1361.255
1701,160.0,PWD Housing Scheme,6,5,2450.259
1702,550.0,E-11,5,5,5445.0
1703,145.0,F-17,4,4,2178.008
1704,230.0,F-17,6,6,2722.51
1705,120.0,Ghauri Town,5,4,1361.255
1707,115.0,H-13,6,6,1361.255
1709,520.0,G-9,3,4,3811.514
1728,110.0,Naval Anchorage,4,3,1361.255
1729,130.0,F-17,6,4,1905.757
1730,260.0,DHA Defence,5,4,2722.51
1731,240.0,Bahria Town,5,4,2722.51
1732,90.0,H-13,4,4,1361.255
1734,565.0,G-13,5,5,5445.0
1735,95.0,H-13,6,5,1361.255
1736,390.0,G-10,6,6,5445.0
1737,56.0,DHA Defence,4,3,2178.008
1738,95.0,Islamabad Highway,5,4,816.7529999999999
1739,305.0,DHA Defence,6,5,3267.012
1740,60.0,Ghauri Town,2,2,1361.255
1742,400.0,DHA Defence,9,8,98010.0
1743,385.0,DHA Defence,6,5,5445.0
1744,525.0,I-8,6,6,38659.642
1745,200.0,Bhara kahu,6,9,5445.0
1746,55.0,Ghauri Town,4,4,816.7529999999999
1747,175.0,D-17,5,6,2722.51
1748,200.0,G-8,3,4,1633.506
1749,430.0,E-11,6,6,2722.51
1752,80.0,Jhangi Syedan,4,4,1361.255
1753,30.0,Lehtarar Road,2,2,816.7529999999999
1756,26.0,Jhang Syedan,2,2,816.7529999999999
1757,165.0,G-14,4,4,1361.255
1758,175.0,PWD Housing Scheme,6,6,3267.012
1759,180.0,National Police Foundation,6,8,2722.51
1761,54.0,New Shakrial,4,4,11434.542
1762,55.0,Garden Town,5,2,816.7529999999999
1763,19.0,Lehtarar Road,1,2,6806.275
1764,49.0,Burma Town,4,3,1089.004
1766,120.0,Bahria Town,5,5,1905.757
1767,155.0,Sihala,4,5,1905.757
1770,125.0,Golra Mor,4,8,1361.255
1771,260.0,National Police Foundation O-9,7,6,5445.0
1772,125.0,Gulshan-e-Khudadad,4,4,1361.255
1773,280.0,B-17,9,9,3811.514
1775,360.0,G-13,7,7,2722.51
1776,95.0,Ghauri Town,5,4,1361.255
1777,210.0,Soan Garden,6,8,4356.016
1806,180.0,Margalla Town,6,7,12251.294999999998
1808,270.0,Bani Gala,10,6,4356.016
1810,70.0,Bhara kahu,5,4,1361.255
1811,390.0,G-10,6,6,3267.012
1812,140.0,I-9,4,4,1361.255
1814,60.0,Chatha Bakhtawar,3,2,1361.255
1815,90.0,H-13,5,5,12251.294999999998
1817,138.0,I-14,5,5,1905.757
1818,110.0,Soan Garden,4,4,2450.259
1819,70.0,Bhara kahu,4,6,1361.255
1820,410.0,G-13,7,6,38659.642
1821,165.0,G-14,5,5,1361.255
1822,450.0,Rawal Town,3,4,3267.012
1823,65.0,H-13,4,4,1361.255
1853,46.0,Jhang Syedan,3,3,1361.255
1854,250.0,AGHOSH,7,5,5445.0
1855,350.0,G-9,6,6,2722.51
1856,85.0,Bhara kahu,4,3,2722.51
1857,145.0,Bani Gala,6,6,2722.51
1859,75.0,Ghauri Town,5,4,12251.294999999998
1867,105.0,Ghauri Town,5,4,1361.255
1869,185.0,Pakistan Town,7,7,2994.7609999999995
1870,250.0,Bahria Town,6,4,2722.51
1871,175.0,Thanda Pani,6,4,65340.0
1874,99.0,B-17,4,3,1361.255
1875,99.0,B-17,4,3,1361.255
1877,170.0,G-15,4,4,1905.757
1878,1100.0,F-8,3,3,70785.0
1879,350.0,D-17,9,9,5445.0
1880,280.0,G-15,6,6,3267.012
1881,135.0,I-10,3,3,1361.255
1882,85.0,DHA Defence,3,3,2178.008
1883,66.0,Khanna Pul,4,4,1361.255
1919,320.0,Emaar Canyon Views,3,4,81675.0
1920,55.0,Ali Pur,2,4,1089.004
1922,68.0,Ghauri Town,3,3,1361.255
1923,150.0,DHA Defence,3,3,1361.255
1924,44.0,Koral Chowk,1,2,1089.004
1925,39.0,Koral Chowk,2,2,9528.785
1926,39.0,Koral Chowk,2,2,9528.785
1927,99.0,B-17,4,3,1361.255
1928,99.0,B-17,4,3,1361.255
1929,265.0,G-13,5,5,2178.008
1930,160.0,I-14,6,5,19602.072
1931,98.0,Ghauri Town,5,4,1361.255
1932,150.0,G-13,4,4,1089.004
1933,140.0,PECHS,5,5,2722.51
1935,65.0,H-13,3,2,15246.056
1936,52.0,H-13,3,3,10617.789
1937,35.0,DHA Defence,2,2,1361.255
1938,79.0,Taramrri,4,4,1361.255
1939,280.0,National Police Foundation O-9,9,7,5445.0
1940,140.0,Ghauri Town,6,7,1905.757
1941,140.0,Ghauri Town,7,7,1905.757
1942,140.0,G-13,4,4,11979.043999999998
1943,45.0,Ghauri Town,2,3,1089.004
1945,230.0,Bahria Town,4,3,2722.51
1946,100.0,I-13,5,4,1361.255
1947,410.0,G-13,7,7,3811.514
1948,450.0,DHA Defence,6,5,5445.0
1951,750.0,F-10,5,5,5445.0
1952,1600.0,F-10,7,7,10890.0
1953,2500.0,F-7,10,10,136125.0
1954,165.0,G-13,6,6,11979.043999999998
1955,85.0,DHA Defence,5,10,1361.255
1956,775.0,E-11,7,7,5445.0
1979,200.0,I-10,3,5,1633.506
1980,215.0,G-11,5,2,12251.294999999998
1982,160.0,G-11,2,3,1361.255
1983,160.0,Green Avenue,6,6,1633.506
1984,34.0,DHA Defence,2,2,1361.255
1985,47.0,Shah Allah Ditta,3,2,1361.255
1986,175.0,Soan Garden,5,4,5445.0
1987,96.0,National Police Foundation,4,3,20418.825
1988,340.0,F-11,4,4,2722.51
1990,95.0,Jhangi Syedan,4,5,1361.255
1991,60.0,New Shakrial,3,3,1361.255
1992,310.0,F-11,4,4,1633.506
1993,65.0,I-13,4,5,1633.506
1995,150.0,DHA Defence,3,3,1361.255
1996,155.0,Bahria Town,5,5,2178.008
1997,120.0,Bhara kahu,5,5,2178.008
1998,110.0,Ghauri Town,4,4,1361.255
1999,415.0,DHA Defence,6,5,5445.0
2000,480.0,DHA Defence,8,7,5445.0
2001,135.0,FECHS,4,4,1905.757
2002,255.0,Bahria Town,6,5,2722.51
2004,150.0,B-17,4,4,2178.008
2005,250.0,Bahria Town,4,4,2722.51
2006,50.0,Arsalan Town,5,5,1361.255
2007,138.0,F-17,5,5,1905.757
2009,250.0,Blue Area,2,4,1905.757
2037,168.0,D-12,5,3,1089.004
2038,120.0,FECHS,5,5,1905.757
2039,145.0,FECHS,4,4,1905.757
2041,215.0,D-12,4,4,1905.757
2042,600.0,I-8,6,8,38659.642
2043,85.0,I-14,2,2,1633.506
2044,98.5,Soan Garden,3,2,1633.506
2045,1300.0,F-7,5,8,70785.0
2046,800.0,F-11,5,5,5445.0
2047,1300.0,F-8,10,11,5445.0
2049,115.0,Ghauri Town,6,4,1361.255
2050,80.0,Arsalan Town,3,2,1361.255
2052,255.0,G-15,6,8,3267.012
2053,280.0,Bhara kahu,6,10,5445.0
2055,125.0,PAF Tarnol,5,4,3267.012
2056,85.0,Taramrri,6,6,1633.506
2057,110.0,Bahria Town,4,4,1361.255
2058,215.0,G-9,3,3,1633.506
2059,435.0,DHA Defence,7,6,65340.0
2060,1750.0,F-8,9,9,70785.0
2061,40.0,Motorway Chowk,3,4,1361.255
2062,390.0,DHA Defence,6,6,5445.0
2064,1500.0,F-10,5,5,87120.0
2065,300.0,B-17,3,3,98010.0
2066,70.0,Ghauri Town,6,6,12251.294999999998
2067,30.0,I-13,1,3,6806.275
2099,110.0,Bahria Town,2,3,1361.255
2101,250.0,Bahria Town,4,4,2722.51
2102,325.0,DHA Defence,5,5,5445.0
2103,85.0,Chatha Bakhtawar,6,4,1361.255
2104,275.0,Bahria Town,6,5,2994.7609999999995
2105,55.0,Lehtarar Road,3,2,1361.255
2106,140.0,FECHS,6,4,1905.757
2107,390.0,G-10,6,6,3267.012
2108,325.0,G-15,6,6,3539.263
2109,725.0,F-11,5,5,5445.0
2111,3000.0,F-7,6,6,10890.0
2113,115.0,Pakistan Town,5,3,18240.817
2114,40.0,Ghauri Town,2,3,7623.027999999999
2115,170.0,Soan Garden,6,6,5445.0
2116,80.0,Al Huda Town,4,8,1361.255
2118,1000.0,D-12,9,9,65340.0
2119,325.0,G-9,6,5,29675.359
2120,215.0,G-9,3,4,18240.817
2122,85.0,Ghauri Town,3,3,1361.255
2123,360.0,E-11,6,6,1905.757
2124,175.0,Soan Garden,3,4,5445.0
2125,1000.0,F-11,10,10,5445.0
2126,65.0,E-18,3,2,2178.008
2128,150.0,B-17,6,4,33759.124
2129,155.0,National Police Foundation,6,5,2722.51
2130,775.0,F-11,6,6,59895.0
2131,265.0,G-13,6,5,1905.757
2132,155.0,Bahria Town,4,3,1361.255
2133,95.0,E-18,2,2,2722.51
2134,185.0,DHA Defence,4,3,2994.7609999999995
2137,950.0,F-7,5,9,5445.0
2140,14.0,Tarnol,3,3,1089.004
2141,525.0,Bahria Town,6,6,65340.0
2142,88.0,Lehtarar Road,7,4,1089.004
2143,200.0,Park Road,8,6,2722.51
2178,1900.0,F-8,10,9,70785.0
2179,300.0,Bahria Town,8,8,2722.51
2180,650.0,F-11,8,8,4356.016
2181,275.0,Bahria Town,6,5,2994.7609999999995
2182,67.0,Kuri Road,5,5,1089.004
2183,250.0,PWD Housing Scheme,6,6,3811.514
2185,230.0,Margalla Town,2,2,2450.259
2188,130.0,B-17,7,5,2178.008
2189,190.0,B-17,7,5,2178.008
2190,145.0,B-17,7,5,2178.008
2191,145.0,B-17,7,5,2178.008
2192,150.0,B-17,7,5,2178.008
2193,140.0,B-17,7,5,2178.008
2194,145.0,B-17,7,5,2178.008
2195,490.0,I-8,5,6,38659.642
2196,80.0,Lehtarar Road,6,4,1633.506
2197,225.0,G-14,5,5,2178.008
2198,140.0,B-17,4,4,2178.008
2199,50.0,Tarnol,3,2,1361.255
2200,32.0,Bhara kahu,2,3,816.7529999999999
2201,265.0,G-13,5,6,1905.757
2202,200.0,G-9,4,5,1361.255
2204,78.0,Bhara kahu,4,4,1905.757
2205,90.0,B-17,4,4,15246.056
2206,370.0,DHA Defence,7,6,5445.0
2207,105.0,H-13,4,5,15246.056
2208,70.0,Bhara kahu,5,5,1633.506
2239,100.0,Islamabad Expressway,5,4,1361.255
2240,190.0,Bani Gala,7,7,2722.51
2241,380.0,DHA Defence,6,6,4356.016
2242,165.0,D-17,5,5,2178.008
2243,180.0,DHA Defence,4,4,2994.7609999999995
2244,250.0,Bani Gala,6,6,4356.016
2245,150.0,I-9,3,2,1633.506
2246,48.0,Burma Town,3,2,1361.255
2247,76.0,H-13,4,4,1361.255
2248,335.0,DHA Defence,6,6,5445.0
2249,125.0,Ghauri Town,7,5,1361.255
2250,175.0,G-13,5,5,1089.004
2252,122.0,G-13,4,4,1089.004
2253,51.0,Jhangi Syedan,6,6,1361.255
2254,105.0,Soan Garden,4,4,1361.255
2255,170.0,DHA Defence,3,4,1361.255
2257,50.0,Lehtarar Road,2,2,1361.255
2258,265.0,E-11,6,6,2178.008
2259,155.0,B-17,7,6,5445.0
2260,120.0,Alipur Farash,3,3,2722.51
2261,135.0,FECHS,6,6,19602.072
2262,120.0,H-13,6,7,1633.506
2263,38.0,Bhara kahu,2,3,1089.004
2296,62.0,Ghauri Town,5,7,816.7529999999999
2298,105.0,Ghauri Town,6,4,1361.255
2299,220.0,Bani Gala,5,5,2722.51
2301,135.0,Bahria Town,3,3,1361.255
2302,750.0,Bahria Town,5,5,16335.0
2304,60.0,Ghauri Town,3,2,1361.255
2305,55.0,Ghauri Town,3,2,1089.004
2306,40.0,Kashmir Highway,3,4,1361.255
2307,52.0,Madina Town,2,3,1633.506
2308,100.0,Ghauri Town,4,4,1361.255
2309,1300.0,F-7,6,6,70785.0
2310,430.0,DHA Defence,6,6,5445.0
2312,45.0,Sarai Kharbuza,3,3,2178.008
2313,580.0,I-8,6,10,38659.642
2314,105.0,Kuri Road,4,5,2722.51
2319,105.0,Ghauri Town,6,6,1361.255
2320,110.0,H-13,6,7,1361.255
2321,105.0,H-13,7,7,1905.757
2322,275.0,E-11,4,4,18240.817
2323,105.0,Ghauri Town,7,6,1361.255
2324,375.0,E-11,6,6,2722.51
2326,105.0,H-13,5,6,1361.255
2327,85.0,H-13,5,5,12251.294999999998
2328,105.0,H-13,6,6,1361.255
2329,95.0,H-13,7,7,1089.004
2330,260.0,Naval Anchorage,5,5,38659.642
2331,35.0,Japan Road,3,2,1361.255
2355,175.0,G-14,3,3,1361.255
2356,350.0,Bani Gala,5,4,3811.514
2357,750.0,F-10,4,5,5445.0
2358,675.0,E-11,7,6,5445.0
2359,160.0,Pakistan Town,8,8,2722.51
2360,65.0,River Garden,2,3,1361.255
2362,125.0,Kuri Road,3,3,1361.255
2363,120.0,Kuri Road,4,4,1361.255
2364,135.0,Kuri Road,4,4,1633.506
2365,145.0,Kuri Road,4,4,1633.506
2366,165.0,Kuri Road,5,5,1905.757
2367,170.0,Kuri Road,5,5,1905.757
2371,225.0,G-11,4,4,14973.804999999998
2372,112.0,Airport Enclave,6,5,2178.008
2373,130.0,H-13,6,5,1633.506
2374,45.0,Tarnol,3,4,816.7529999999999
2375,130.0,PWD Housing Scheme,5,4,1633.506
2376,105.0,Ghauri Town,3,2,1905.757
2378,66.0,DHA Defence,4,3,2178.008
2379,750.0,F-11,5,5,70785.0
2380,1250.0,F-10,10,11,10890.0
2381,65.0,Ghauri Town,3,2,1361.255
2383,280.0,G-15,7,6,3539.263
2384,80.0,Ghauri Town,5,4,1361.255
2386,1170.0,F-8,5,5,70785.0
2387,950.0,F-10,9,9,70785.0
2388,75.0,Bani Gala,2,2,2722.51
2389,700.0,G-10,4,3,5445.0
2412,90.0,Ghauri Town,5,4,1633.506
2413,700.0,G-10,4,4,5445.0
2415,450.0,DHA Defence,7,7,5445.0
2416,250.0,Chak Shahzad,6,6,2722.51
2417,125.0,Bhara kahu,3,5,2450.259
2418,680.0,I-8,6,8,65340.0
2419,260.0,G-13,4,4,2178.008
2422,150.0,G-13,4,5,1089.004
2424,60.0,I-13,4,5,1089.004
2425,175.0,B-17,4,4,5445.0
2426,290.0,B-17,8,9,5445.0
2427,115.0,Ghauri Town,5,4,15246.056
2428,350.0,Bani Gala,8,7,5445.0
2429,810.0,G-10,10,10,76230.0
2430,880.0,I-8,6,8,65340.0
2431,915.0,I-8,6,10,65340.0
2432,560.0,I-8,6,6,38659.642
2433,380.0,G-13,6,6,40020.897
2434,160.0,G-13,7,7,1089.004
2435,420.0,G-10,9,7,38659.642
2436,137.0,CBR Town,2,2,1905.757
2437,34.0,Burma Town,2,2,816.7529999999999
2438,160.0,DHA Defence,4,4,2722.51
2439,95.0,I-14,3,2,1361.255
2440,33.0,Madina Town,2,4,6261.772999999999
2441,150.0,Naval Anchorage,3,3,1361.255
2442,35.0,Marwa Town,2,2,6806.275
2443,150.0,G-13,5,5,1089.004
2445,40.0,D-14,2,2,1361.255
2473,120.0,Ghauri Town,5,5,15246.056
2474,150.0,National Police Foundation O-9,5,5,27497.351
2475,56.0,I-13,4,6,1089.004
2476,525.0,DHA Defence,10,7,5445.0
2477,60.0,Ghauri Town,2,2,1361.255
2478,86.0,Mumtaz City,3,3,816.7529999999999
2480,215.0,DHA Defence,7,5,2722.51
2482,210.0,G-9,2,3,1633.506
2484,750.0,D-12,3,4,5445.0
2485,120.0,Bani Gala,4,4,2178.008
2486,400.0,Bani Gala,8,8,98010.0
2487,175.0,Bani Gala,7,7,2722.51
2488,38.0,Kuri Road,3,3,1089.004
2489,105.0,Madina Town,7,5,1361.255
2490,190.0,I-14,6,5,1905.757
2491,700.0,I-8,6,6,65340.0
2493,110.0,Ghauri Town,5,4,1361.255
2494,105.0,Ghauri Town,6,4,1361.255
2495,325.0,PWD Housing Scheme,8,6,5445.0
2497,395.0,Kuri Road,8,7,3267.012
2500,189.0,PWD Housing Scheme,6,6,38659.642
2501,35.0,DHA Defence,2,2,1361.255
2502,175.0,G-7,4,7,1361.255
2503,150.0,FECHS,5,5,2178.008
2505,275.0,Bahria Town,5,4,2722.51
2506,750.0,D-12,4,4,5445.0
2507,75.0,Ghauri Town,6,6,1089.004
2508,660.0,I-8,6,5,5445.0
2510,260.0,G-13,6,5,2178.008
2511,300.0,Bani Gala,5,5,5445.0
2512,60.0,Ghauri Town,2,2,1361.255
2513,325.0,G-11,7,4,2178.008
2514,55.0,Burma Town,3,2,1361.255
2545,220.0,Lehtarar Road,8,10,28858.606
2546,580.0,I-8,6,10,38931.893
2547,1350.0,F-6,5,5,87120.0
2549,115.0,Ghauri Town,6,4,1361.255
2550,125.0,Ghauri Town,6,4,1361.255
2551,900.0,I-8,6,8,65340.0
2552,132.0,Islamabad - Murree Expressway,6,6,5445.0
2553,45.0,Bhara kahu,3,2,1361.255
2555,28.0,Burma Town,2,2,6806.275
2557,315.0,Bahria Town,6,6,2722.51
2558,55.0,Burma Town,3,3,1361.255
2559,130.0,Shaheen Town,6,6,4628.267
2560,325.0,Bani Gala,5,5,5445.0
2561,35.0,DHA Defence,3,2,1361.255
2562,690.0,E-11,7,6,5445.0
2563,128.0,D-17,6,5,2178.008
2564,45.0,Jhang Syedan,3,3,1361.255
2566,85.0,Ghauri Town,6,4,1361.255
2568,450.0,Bahria Town,5,5,5445.0
2570,165.0,D-12,2,2,1089.004
2571,125.0,FECHS,6,5,2178.008
2573,32.0,DHA Defence,2,2,1361.255
2574,95.0,Pakistan Town,3,3,2722.51
2575,130.0,FECHS,6,6,1905.757
2576,35.0,DHA Defence,2,2,1361.255
2577,170.0,DHA Defence,4,6,2722.51
2605,200.0,Korang Town,6,6,3267.012
2607,50.0,Thanda Pani,3,2,1361.255
2608,34.0,DHA Defence,3,2,1361.255
2609,195.0,G-15,7,5,1905.757
2610,33.0,Lehtarar Road,3,2,1361.255
2612,900.0,E-11,9,9,65340.0
2614,500.0,Bahria Town,6,5,5445.0
2615,65.0,H-13,4,4,1361.255
2616,34.0,Bhara kahu,3,3,16879.561999999998
2617,435.0,I-8,6,6,33759.124
2618,160.0,FECHS,6,6,49549.68199999999
2619,800.0,F-10,3,4,5445.0
2620,68.0,D-17,4,3,816.7529999999999
2621,90.0,Shaheen Town,7,5,40020.897
2622,260.0,Pakistan Town,7,6,65340.0
2625,465.0,I-8,6,6,33759.124
2626,148.0,Soan Garden,3,3,3267.012
2627,195.0,Zaraj Housing Scheme,6,4,3811.514
2628,185.0,Bahria Town,6,5,2722.51
2629,160.0,F-17,6,4,2178.008
2630,150.0,Pakistan Town,5,7,2722.51
2663,140.0,CBR Town,4,5,2722.51
2664,190.0,I-10,2,3,18240.817
2666,260.0,Bahria Town,6,5,2722.51
2667,40.0,Chak Shahzad,2,2,1361.255
2668,160.0,F-17,6,5,2178.008
2669,200.0,G-15,6,7,2178.008
2670,350.0,D-17,9,9,65340.0
2671,95.0,Sohan Valley,4,4,1633.506
2672,80.0,Tarnol,4,4,2722.51
2673,260.0,G-6,3,6,1905.757
2675,170.0,G-13,4,3,1089.004
2676,260.0,Bahria Town,5,5,2722.51
2678,270.0,National Police Foundation O-9,8,7,5445.0
2679,175.0,Zaraj Housing Scheme,6,5,2722.51
2681,325.0,G-15,6,7,3267.012
2683,160.0,Ghauri Town,6,6,2178.008
2684,50.0,Thanda Pani,3,3,1633.506
2685,90.0,Ghauri Town,4,5,816.7529999999999
2686,500.0,DHA Defence,6,6,5445.0
2687,475.0,DHA Defence,6,6,5445.0
2688,450.0,DHA Defence,6,6,5445.0
2689,160.0,Margalla Town,5,5,1633.506
2690,49.0,Ghauri Town,3,3,1361.255
2691,325.0,PWD Housing Scheme,8,6,5445.0
2692,175.0,Islamabad Expressway,6,8,2178.008
2693,70.0,Ghauri Town,3,5,816.7529999999999
2695,150.0,I-14,3,3,1633.506
2696,125.0,Bani Gala,4,3,3811.514
2697,400.0,Golra Road,7,7,2722.51
2698,580.0,I-8,6,8,33759.124
2729,245.0,Bahria Town,7,5,2722.51
2730,140.0,I-10,2,3,1361.255
2731,290.0,Tarnol,8,8,65340.0
2732,105.0,Soan Garden,3,3,27497.351
2735,305.0,I-10,6,8,1905.757
2736,150.0,FECHS,6,5,1905.757
2737,65.0,Tarnol,4,5,2450.259
2739,325.0,G-15,8,6,38659.642
2741,200.0,Pakistan Town,5,4,5445.0
2743,35.0,Lehtarar Road,3,3,1361.255
2746,1190.0,F-8,6,5,4356.016
2747,55.0,Jhang Syedan,5,4,1089.004
2750,45.0,Tarlai,3,2,1089.004
2752,19.0,Islamabad - Murree Expressway,3,2,816.7529999999999
2753,60.0,Chatha Bakhtawar,3,2,1633.506
2785,425.0,E-11,5,5,3267.012
2786,900.0,F-11,7,6,70785.0
2787,60.0,Taramrri,2,3,1361.255
2788,300.0,G-13,6,5,2178.008
2789,70.0,Ghauri Town,4,2,1361.255
2790,1800.0,E-7,8,8,87120.0
2791,185.0,I-10,5,4,1361.255
2792,110.0,Bani Gala,2,2,2722.51
2793,158.0,H-13,9,9,3539.263
2794,45.0,Khanna Pul,3,4,816.7529999999999
2798,190.0,I-10,4,4,1633.506
2799,105.0,PAEC Employees Cooperative Housing Society,3,3,2722.51
2800,280.0,G-13,7,6,2178.008
2801,550.0,Bahria Town,6,5,119790.0
2802,390.0,G-9,4,4,3811.514
2804,140.0,I-10,2,3,1361.255
2805,400.0,Bahria Town,6,5,5445.0
2807,35.0,Thanda Pani,2,3,816.7529999999999
2808,60.0,Ghauri Town,3,2,1361.255
2809,295.0,G-8,7,5,25319.343
2811,165.0,G-13,5,4,1089.004
2812,400.0,Emaar Canyon Views,6,5,59895.0
2813,460.0,Bahria Town,5,5,5445.0
2852,170.0,G-15,5,5,1905.757
2855,145.0,FECHS,6,5,1905.757
2856,210.0,G-10,4,4,19874.323
2857,145.0,FECHS,6,4,1361.255
2858,575.0,I-8,8,7,3811.514
2859,250.0,PWD Housing Scheme,8,10,5445.0
2860,110.0,Gulshan-e-Khudadad,5,6,1361.255
2862,34.0,DHA Defence,2,2,1361.255
2863,160.0,Soan Garden,9,8,2722.51
2864,60.0,Ghauri Town,2,2,1361.255
2866,450.0,DHA Defence,6,6,5445.0
2867,280.0,Bahria Town,6,5,70785.0
2868,30.0,Bhara kahu,2,3,1361.255
2869,98.0,H-13,6,7,1361.255
2870,55.0,Bani Gala,3,2,1633.506
2873,280.0,Ghauri Town,5,6,2722.51
2875,170.0,Ghauri Town,6,6,2450.259
2876,250.0,PWD Housing Scheme,8,10,65340.0
2877,160.0,D-12,3,3,1089.004
2879,100.0,Tarnol,1,2,4083.765
2880,210.0,G-8,3,4,1633.506
2881,330.0,Bahria Town,5,5,2994.7609999999995
2906,250.0,FECHS,7,7,5445.0
2907,145.0,Naval Anchorage,6,4,1905.757
2908,87.0,FECHS,3,3,1361.255
2910,200.0,G-11,3,3,1361.255
2911,335.0,D-17,6,6,3267.012
2913,495.0,DHA Defence,6,5,5445.0
2915,515.0,Bhara kahu,10,12,76230.0
2916,70.0,Ghauri Town,6,4,1089.004
2917,600.0,E-11,6,6,5445.0
2918,365.0,E-11,4,4,2178.008
2919,400.0,Emaar Canyon Views,7,5,76230.0
2920,255.0,G-13,6,5,2178.008
2924,680.0,I-8,6,8,65340.0
2925,625.0,DHA Defence,8,10,5445.0
2926,60.0,Arsalan Town,3,3,1361.255
2927,26.0,Bhara kahu,1,2,816.7529999999999
2929,63.0,H-13,5,5,1089.004
2930,70.0,PWD Road,1,3,1361.255
2931,630.0,E-11,9,9,5445.0
2933,380.0,DHA Defence,8,8,48460.67799999999
2935,135.0,Kashmir Highway,7,8,1633.506
2937,200.0,DHA Defence,8,4,2994.7609999999995
2939,280.0,Soan Garden,9,9,5445.0
2959,580.0,I-8,6,9,33759.124
2960,45.0,Simly Dam Road,4,4,1089.004
2962,110.0,H-13,5,4,1633.506
2964,310.0,G-11,4,4,1905.757
2965,40.0,Ali Pur,4,6,1361.255
2966,600.0,E-11,6,6,2178.008
2967,650.0,E-11,6,6,2178.008
2968,290.0,Bhara kahu,4,4,65340.0
2969,65.0,Ghauri Town,4,4,1089.004
2970,285.0,Bani Gala,8,8,65340.0
2972,70.0,Bhara kahu,4,4,1633.506
2974,42.0,Ghauri Town,2,3,816.7529999999999
2975,425.0,I-8,5,6,38659.642
2979,205.0,G-9,3,3,2178.008
2980,245.0,G-10,4,4,15246.056
2981,450.0,DHA Defence,7,6,5445.0
2982,175.0,G-13,4,4,11979.043999999998
2983,140.0,Green Avenue,7,5,1361.255
2984,90.0,H-13,6,5,1361.255
2985,290.0,Gulberg,6,6,5445.0
2986,60.0,Bhara kahu,3,4,816.7529999999999
2987,380.0,DHA Defence,8,6,5445.0
2989,125.0,Ghauri Town,7,5,1361.255
2990,210.0,D-12,5,5,2722.51
3016,1400.0,F-11,10,11,10890.0
3018,425.0,E-11,6,6,2994.7609999999995
3019,3000.0,F-8,10,11,21780.0
3020,800.0,G-10,10,10,76230.0
3021,350.0,E-11,6,6,2178.008
3022,375.0,E-11,5,5,2722.51
3023,600.0,E-11,9,9,4356.016
3024,650.0,F-10,5,5,5445.0
3025,915.0,F-7,4,4,5445.0
3028,190.0,Bani Gala,6,6,3267.012
3029,2500.0,E-7,5,5,5445.0
3030,150.0,Pakistan Town,5,5,2722.51
3031,565.0,E-11,6,6,5445.0
3032,1050.0,F-7,5,5,70785.0
3033,135.0,I-10,3,6,1089.004
3036,235.0,Margalla Town,4,4,2178.008
3037,145.0,FECHS,7,5,1905.757
3039,35.0,Taramrri,2,3,8712.032
3040,135.0,Ghauri Town,6,4,1905.757
3044,350.0,Bahria Town,6,5,3811.514
3046,75.0,Islamabad Highway,4,4,9528.785
3047,28.0,H-15,2,2,1361.255
3049,199.0,Soan Garden,7,6,3267.012
3050,155.0,Bhara kahu,3,6,1633.506
3051,95.0,Ghauri Town,3,2,1633.506
3082,750.0,Bani Gala,10,10,10890.0
3085,91.0,Ghauri Town,4,3,1361.255
3086,325.0,E-11,4,4,2178.008
3087,87.0,B-17,3,3,1089.004
3088,165.0,F-17,7,5,1905.757
3089,150.0,FECHS,6,6,2722.51
3091,120.0,Ghauri Town,5,4,15246.056
